Nr	ID	Orig	Pair	Site	Bed	Soil	Alt	LL09a	BMtL10mg	BMS10mg	H10f	tBB10d	tSB10d	dB10d
826	ID826	O1800m	Frut	Purc	bed30	sol	1800m	1.1	429.8	0	0	NA	NA	0
827	ID827	O1200m	Bex	Purc	bed30	sol	1800m	1	NA	NA	NA	205	NA	NA
828	ID828	O1800m	Flue	Purc	bed30	sol	1800m	0.7	25.1	0	0	NA	NA	0
829	ID829	O1200m	Lenk	Purc	bed30	sol	1800m	0.6	NA	NA	NA	NA	NA	NA
830	ID830	O1800m	Hasl	Purc	bed30	sol	1800m	1.1	13.6	150.5	3	184	NA	NA
831	ID831	O1200m	Sach	Purc	bed30	sol	1800m	0.7	12	0	0	NA	NA	0
832	ID832	O1800m	Vatt	Purc	bed30	sol	1800m	0.6	26.8	0	0	NA	NA	0
833	ID833	O1200m	Lumn	Purc	bed30	sol	1800m	0.4	29.1	0	0	NA	NA	0
834	ID834	O1800m	Luts	Purc	bed30	sol	1800m	0.6	6.7	0	0	NA	NA	0
835	ID835	O1200m	Hein	Purc	bed30	sol	1800m	0.6	9.5	0	0	NA	NA	0
836	ID836	O1800m	Reic	Purc	bed30	sol	1800m	0.9	NA	63.4	1	205	NA	NA
837	ID837	O1200m	Reic	Purc	bed30	sol	1800m	0.6	173.8	353.2	2	205	242	37
838	ID838	O1800m	Bex	Purc	bed30	sol	1800m	1.1	137.3	0	0	NA	NA	0
839	ID839	O1200m	Brie	Purc	bed30	sol	1800m	1	NA	NA	NA	NA	NA	NA
840	ID840	O1800m	Lenk	Purc	bed30	sol	1800m	1.2	681.9	1269.8	7	205	229	24
841	ID841	O1200m	Frut	Purc	bed31	gra	1800m	1.5	691.6	1803.4	24	162	192	30
842	ID842	O1800m	Sach	Purc	bed31	gra	1800m	0.5	137.8	0	0	NA	NA	0
843	ID843	O1200m	Ober	Purc	bed31	gra	1800m	1.3	380	2164.3	13	184	213	29
844	ID844	O1800m	Lumn	Purc	bed31	gra	1800m	0.6	14.4	0	0	NA	NA	0
845	ID845	O1200m	Chat	Purc	bed31	gra	1800m	2	2083.9	3496.3	14	184	205	21
846	ID846	O1800m	Brie	Purc	bed31	gra	1800m	1.1	460.4	1214.4	7	192	221	29
847	ID847	O1200m	Hasl	Purc	bed31	gra	1800m	1.3	746	1181.8	6	192	213	21
848	ID848	O1800m	Ober	Purc	bed31	gra	1800m	1.1	355.7	356.3	3	192	221	29
849	ID849	O1200m	Hein	Purc	bed31	gra	1800m	0.6	275.7	501.7	4	184	205	21
850	ID850	O1800m	Frut	Purc	bed31	gra	1800m	0.8	183.6	302.4	4	192	242	50
851	ID851	O1200m	Lumn	Purc	bed31	gra	1800m	0.6	296.3	0	0	NA	NA	0
852	ID852	O1800m	Chat	Purc	bed31	gra	1800m	0.9	681.7	1216.9	7	192	221	29
853	ID853	O1200m	Luts	Purc	bed31	gra	1800m	0.8	613	43.4	1	NA	NA	NA
854	ID854	O1800m	Vatt	Purc	bed31	gra	1800m	0.7	247.3	0	0	NA	NA	0
855	ID855	O1200m	Flue	Purc	bed31	gra	1800m	0.5	59.2	0	0	NA	NA	0
856	ID856	O1800m	Hein	Purc	bed31	gra	1800m	0.7	295.9	0	0	NA	NA	0
857	ID857	O1200m	Vatt	Purc	bed31	gra	1800m	0.4	99.6	0	0	NA	NA	0
858	ID858	O1800m	Reic	Purc	bed31	gra	1800m	0.7	248.2	246.1	3	192	229	37
859	ID859	O1200m	Lenk	Purc	bed31	gra	1800m	0.9	421.2	989.7	5	184	199	15
860	ID860	O1800m	Luts	Purc	bed31	gra	1800m	0.6	69.7	0	0	NA	NA	0
861	ID861	O1200m	Brie	Purc	bed31	gra	1800m	1.1	285.4	839.4	7	184	192	8
862	ID862	O1800m	Flue	Purc	bed31	gra	1800m	1.3	525.2	290.5	3	192	221	29
863	ID863	O1200m	Bex	Purc	bed31	gra	1800m	1.5	260.4	302.3	8	NA	NA	NA
864	ID864	O1800m	Hasl	Purc	bed31	gra	1800m	0.9	529	707.7	4	184	199	15
865	ID865	O1200m	Sach	Purc	bed31	gra	1800m	0.7	299.5	0	0	NA	NA	0
866	ID866	O1800m	Bex	Purc	bed31	gra	1800m	1.1	396.7	2049.3	10	184	221	37
867	ID867	O1200m	Reic	Purc	bed31	gra	1800m	0.7	498.6	54.2	1	184	199	15
868	ID868	O1800m	Lenk	Purc	bed31	gra	1800m	1.2	426.7	558.8	4	184	199	15
869	ID869	O1200m	Frut	Purc	bed32	gra	1800m	2.3	1472.8	3202.6	24	184	205	21
870	ID870	O1800m	Chat	Purc	bed32	gra	1800m	1	283.5	0	0	NA	NA	0
871	ID871	O1200m	Ober	Purc	bed32	gra	1800m	1.5	224.9	1257.8	11	184	205	21
872	ID872	O1800m	Lumn	Purc	bed32	gra	1800m	0.5	67.3	0	0	NA	NA	0
873	ID873	O1200m	Chat	Purc	bed32	gra	1800m	0.7	328.7	181.5	2	205	229	24
874	ID874	O1800m	Hein	Purc	bed32	gra	1800m	0.5	307.1	0	0	NA	NA	0
875	ID875	O1200m	Hasl	Purc	bed32	gra	1800m	1.1	308.1	463.7	3	184	199	15
876	ID876	O1800m	Ober	Purc	bed32	gra	1800m	1.3	685	1761.4	8	184	221	37
877	ID877	O1200m	Flue	Purc	bed32	gra	1800m	0.8	174.8	0	0	NA	NA	0
878	ID878	O1800m	Brie	Purc	bed32	gra	1800m	1.4	1490.9	339.2	3	184	205	21
879	ID879	O1200m	Vatt	Purc	bed32	gra	1800m	1.1	175.9	149.7	1	192	221	29
880	ID880	O1800m	Sach	Purc	bed32	gra	1800m	0.7	238.1	288	4	192	221	29
881	ID881	O1200m	Luts	Purc	bed32	gra	1800m	0.6	300.5	0	0	NA	NA	0
882	ID882	O1800m	Frut	Purc	bed32	gra	1800m	1.3	449.5	1542	6	184	221	37
883	ID883	O1200m	Bex	Purc	bed32	gra	1800m	1.7	461	798.9	3	199	234	35
884	ID884	O1800m	Flue	Purc	bed32	gra	1800m	0.5	17.5	0	0	NA	NA	0
885	ID885	O1200m	Lenk	Purc	bed32	gra	1800m	0.6	323.6	276.8	3	199	221	22
886	ID886	O1800m	Hasl	Purc	bed32	gra	1800m	0.8	337	509.9	4	184	221	37
887	ID887	O1200m	Sach	Purc	bed32	gra	1800m	0.6	NA	NA	NA	NA	NA	NA
888	ID888	O1800m	Vatt	Purc	bed32	gra	1800m	0.5	43.8	0	0	NA	NA	0
889	ID889	O1200m	Lumn	Purc	bed32	gra	1800m	0.5	33.1	0	0	NA	NA	0
890	ID890	O1800m	Luts	Purc	bed32	gra	1800m	0.6	28.7	0	0	NA	NA	0
891	ID891	O1200m	Hein	Purc	bed32	gra	1800m	0.6	127.6	0	0	NA	NA	0
892	ID892	O1800m	Reic	Purc	bed32	gra	1800m	0.8	594.5	0	0	NA	NA	0
893	ID893	O1200m	Reic	Purc	bed32	gra	1800m	0.8	170.9	539.8	7	184	205	21
894	ID894	O1800m	Bex	Purc	bed32	gra	1800m	1.1	338.2	705.4	4	192	221	29
895	ID895	O1200m	Brie	Purc	bed32	gra	1800m	1.2	904.4	2214.5	15	192	229	37
896	ID896	O1800m	Lenk	Purc	bed32	gra	1800m	1.4	708.4	1763.6	7	184	205	21
897	ID897	O1200m	Frut	Pdes	bed33	sol	1800m	1.8	498.4	3290.4	15	184	205	21
898	ID898	O1800m	Hein	Pdes	bed33	sol	1800m	0.4	46.7	0	0	NA	NA	0
899	ID899	O1200m	Flue	Pdes	bed33	sol	1800m	1.2	419.2	1833.5	8	184	221	37
900	ID900	O1800m	Frut	Pdes	bed33	sol	1800m	2	435.5	489.2	4	199	229	30
901	ID901	O1200m	Ober	Pdes	bed33	sol	1800m	1.1	265	0	0	NA	NA	0
902	ID902	O1800m	Lumn	Pdes	bed33	sol	1800m	0.6	281.1	0	0	NA	NA	0
903	ID903	O1200m	Hasl	Pdes	bed33	sol	1800m	0.6	690.3	0	0	NA	NA	0
904	ID904	O1800m	Chat	Pdes	bed33	sol	1800m	1	298.8	0	0	NA	NA	0
905	ID905	O1200m	Chat	Pdes	bed33	sol	1800m	1.5	1444.1	1673.4	4	199	242	43
906	ID906	O1800m	Ober	Pdes	bed33	sol	1800m	0.9	67.1	0	0	NA	NA	0
907	ID907	O1200m	Sach	Pdes	bed33	sol	1800m	0.6	50.3	0	0	NA	NA	0
908	ID908	O1800m	Vatt	Pdes	bed33	sol	1800m	0.6	238.3	261.4	2	205	229	24
909	ID909	O1200m	Bex	Pdes	bed33	sol	1800m	1.2	540.6	3712.8	6	192	229	37
910	ID910	O1800m	Hasl	Pdes	bed33	sol	1800m	0.7	164.2	0	0	NA	NA	0
911	ID911	O1200m	Reic	Pdes	bed33	sol	1800m	2.4	373.9	2334.6	10	184	205	21
912	ID912	O1800m	Luts	Pdes	bed33	sol	1800m	0.6	161.3	0	0	NA	NA	0
913	ID913	O1200m	Luts	Pdes	bed33	sol	1800m	1.6	486.8	5032.2	19	184	205	21
914	ID914	O1800m	Flue	Pdes	bed33	sol	1800m	1.3	321.3	2169.1	9	192	221	29
915	ID915	O1200m	Vatt	Pdes	bed33	sol	1800m	NA	NA	NA	NA	NA	NA	NA
916	ID916	O1800m	Sach	Pdes	bed33	sol	1800m	0.7	621.9	1181.9	6	192	221	29
917	ID917	O1200m	Lenk	Pdes	bed33	sol	1800m	2.8	657.2	2578.4	13	184	205	21
918	ID918	O1800m	Reic	Pdes	bed33	sol	1800m	0.6	253.4	821.2	3	192	229	37
919	ID919	O1200m	Lumn	Pdes	bed33	sol	1800m	0.3	56.2	0	0	NA	NA	0
920	ID920	O1800m	Lenk	Pdes	bed33	sol	1800m	0.7	534.9	0	0	NA	NA	0
921	ID921	O1200m	Brie	Pdes	bed33	sol	1800m	1.3	430.9	1191.1	4	199	234	35
922	ID922	O1800m	Brie	Pdes	bed33	sol	1800m	0.8	354.8	57.6	2	NA	NA	NA
923	ID923	O1200m	Hein	Pdes	bed33	sol	1800m	0.4	97	0	0	NA	NA	0
924	ID924	O1800m	Bex	Pdes	bed33	sol	1800m	1.1	259.6	1756.6	8	184	221	37
925	ID925	O1200m	Frut	Pdes	bed34	sol	1800m	1.9	1448.1	8616.9	48	176	205	29
926	ID926	O1800m	Ober	Pdes	bed34	sol	1800m	0.8	507.7	0	0	NA	NA	0
927	ID927	O1200m	Reic	Pdes	bed34	sol	1800m	0.5	463.9	0	0	NA	NA	0
928	ID928	O1800m	Flue	Pdes	bed34	sol	1800m	1.1	308	0	0	NA	NA	0
929	ID929	O1200m	Sach	Pdes	bed34	sol	1800m	0.7	87.4	0	0	NA	NA	0
930	ID930	O1800m	Vatt	Pdes	bed34	sol	1800m	0.4	95.8	0	0	NA	NA	0
931	ID931	O1200m	Luts	Pdes	bed34	sol	1800m	0.9	771.3	0	0	NA	NA	0
932	ID932	O1800m	Frut	Pdes	bed34	sol	1800m	0.6	85.9	0	0	NA	NA	0
933	ID933	O1200m	Hasl	Pdes	bed34	sol	1800m	1.8	489.5	1099.5	6	184	221	37
934	ID934	O1800m	Luts	Pdes	bed34	sol	1800m	1	264.2	0	0	NA	NA	0
935	ID935	O1200m	Chat	Pdes	bed34	sol	1800m	1.7	553.5	2290.9	7	192	229	37
936	ID936	O1800m	Lumn	Pdes	bed34	sol	1800m	0.8	476.9	399.3	2	199	242	43
937	ID937	O1200m	Flue	Pdes	bed34	sol	1800m	1.2	827.9	1555.6	7	192	221	29
938	ID938	O1800m	Hasl	Pdes	bed34	sol	1800m	1.5	342.6	1425	5	192	213	21
939	ID939	O1200m	Lenk	Pdes	bed34	sol	1800m	0.9	391.6	1256.3	8	184	205	21
940	ID940	O1800m	Reic	Pdes	bed34	sol	1800m	0.7	199.6	0	0	NA	NA	0
941	ID941	O1200m	Lumn	Pdes	bed34	sol	1800m	0.4	120.7	0	0	NA	NA	0
942	ID942	O1800m	Lenk	Pdes	bed34	sol	1800m	1.3	605.4	1997.8	10	184	213	29
943	ID943	O1200m	Ober	Pdes	bed34	sol	1800m	0.8	433.8	0	0	NA	NA	0
944	ID944	O1800m	Sach	Pdes	bed34	sol	1800m	0.6	145.1	0	0	NA	NA	0
945	ID945	O1200m	Brie	Pdes	bed34	sol	1800m	1	481.9	1144	9	199	242	43
946	ID946	O1800m	Chat	Pdes	bed34	sol	1800m	0.5	276.4	0	0	NA	NA	0
947	ID947	O1200m	Vatt	Pdes	bed34	sol	1800m	0.1	NA	NA	NA	NA	NA	NA
948	ID948	O1800m	Bex	Pdes	bed34	sol	1800m	1.5	345.3	2004.7	12	184	242	58
949	ID949	O1200m	Bex	Pdes	bed34	sol	1800m	1.6	502.9	5811.8	17	184	205	21
950	ID950	O1800m	Brie	Pdes	bed34	sol	1800m	1.6	635.6	3841.7	12	184	213	29
951	ID951	O1200m	Hein	Pdes	bed34	sol	1800m	0.6	272.1	0	0	NA	NA	0
952	ID952	O1800m	Hein	Pdes	bed34	sol	1800m	0.5	260	0	0	NA	NA	0
953	ID953	O1200m	Frut	Pdes	bed35	gra	1800m	1.7	1029.9	5015.7	39	170	205	35
954	ID954	O1800m	Hein	Pdes	bed35	gra	1800m	0.3	15.7	0	0	NA	NA	0
955	ID955	O1200m	Flue	Pdes	bed35	gra	1800m	1.5	155.2	635.2	6	170	192	22
956	ID956	O1800m	Frut	Pdes	bed35	gra	1800m	1.6	127	0	0	NA	NA	0
957	ID957	O1200m	Ober	Pdes	bed35	gra	1800m	1.4	151.3	117	2	192	205	13
958	ID958	O1800m	Lumn	Pdes	bed35	gra	1800m	0.6	153.4	0	0	NA	NA	0
959	ID959	O1200m	Hasl	Pdes	bed35	gra	1800m	0.7	273.9	0	0	NA	NA	0
960	ID960	O1800m	Chat	Pdes	bed35	gra	1800m	1.2	136.2	0	0	NA	NA	0
961	ID961	O1200m	Chat	Pdes	bed35	gra	1800m	1.1	285.2	342.9	2	242	NA	NA
962	ID962	O1800m	Ober	Pdes	bed35	gra	1800m	0.8	210.1	359.2	9	192	205	13
963	ID963	O1200m	Sach	Pdes	bed35	gra	1800m	0.5	47	0	0	NA	NA	0
964	ID964	O1800m	Vatt	Pdes	bed35	gra	1800m	0.7	403.4	0	0	NA	NA	0
965	ID965	O1200m	Bex	Pdes	bed35	gra	1800m	1.3	881.3	2511.7	15	184	205	21
966	ID966	O1800m	Hasl	Pdes	bed35	gra	1800m	0.8	71.2	137.2	3	184	205	21
967	ID967	O1200m	Reic	Pdes	bed35	gra	1800m	2	280.9	3542.2	16	184	205	21
968	ID968	O1800m	Luts	Pdes	bed35	gra	1800m	0.6	215.3	448.3	5	184	205	21
969	ID969	O1200m	Luts	Pdes	bed35	gra	1800m	1.2	174.6	1584.3	10	184	205	21
970	ID970	O1800m	Flue	Pdes	bed35	gra	1800m	1.3	141.1	1177.7	11	184	221	37
971	ID971	O1200m	Vatt	Pdes	bed35	gra	1800m	NA	14.9	0	0	NA	NA	0
972	ID972	O1800m	Sach	Pdes	bed35	gra	1800m	0.6	215.6	0	0	NA	NA	0
973	ID973	O1200m	Lenk	Pdes	bed35	gra	1800m	1.3	213.5	616.6	6	184	205	21
974	ID974	O1800m	Reic	Pdes	bed35	gra	1800m	0.7	56.2	0	0	NA	NA	0
975	ID975	O1200m	Lumn	Pdes	bed35	gra	1800m	0.4	142.3	0	0	NA	NA	0
976	ID976	O1800m	Lenk	Pdes	bed35	gra	1800m	0.8	201.3	75	1	NA	NA	NA
977	ID977	O1200m	Brie	Pdes	bed35	gra	1800m	1.2	361	935.8	7	184	221	37
978	ID978	O1800m	Brie	Pdes	bed35	gra	1800m	1.3	255.1	0	0	NA	NA	0
979	ID979	O1200m	Hein	Pdes	bed35	gra	1800m	0.3	NA	NA	NA	NA	NA	NA
980	ID980	O1800m	Bex	Pdes	bed35	gra	1800m	1.4	345.4	3343.9	13	184	213	29
981	ID981	O1200m	Frut	Pdes	bed36	gra	1800m	1.8	626.6	6366.1	33	184	199	15
982	ID982	O1800m	Ober	Pdes	bed36	gra	1800m	0.7	173	0	0	NA	NA	0
983	ID983	O1200m	Reic	Pdes	bed36	gra	1800m	0.8	219.1	391.6	4	184	221	37
984	ID984	O1800m	Flue	Pdes	bed36	gra	1800m	1.1	129.6	861.7	4	192	205	13
985	ID985	O1200m	Sach	Pdes	bed36	gra	1800m	0.6	78.1	0	0	NA	NA	0
986	ID986	O1800m	Vatt	Pdes	bed36	gra	1800m	0.5	202.2	0	0	NA	NA	0
987	ID987	O1200m	Luts	Pdes	bed36	gra	1800m	1	316.1	1636	14	184	199	15
988	ID988	O1800m	Frut	Pdes	bed36	gra	1800m	0.7	131.1	103.1	2	199	221	22
989	ID989	O1200m	Hasl	Pdes	bed36	gra	1800m	1	339	1476.3	12	184	199	15
990	ID990	O1800m	Luts	Pdes	bed36	gra	1800m	0.9	212.7	0	0	NA	NA	0
991	ID991	O1200m	Chat	Pdes	bed36	gra	1800m	1.2	368	1060.6	10	192	229	37
992	ID992	O1800m	Lumn	Pdes	bed36	gra	1800m	0.5	275.2	613.9	4	192	229	37
993	ID993	O1200m	Flue	Pdes	bed36	gra	1800m	1.1	131	999.2	9	192	199	7
994	ID994	O1800m	Hasl	Pdes	bed36	gra	1800m	1.1	636.7	230.5	2	192	205	13
995	ID995	O1200m	Lenk	Pdes	bed36	gra	1800m	0.9	246.3	297.8	4	184	205	21
996	ID996	O1800m	Reic	Pdes	bed36	gra	1800m	1	241.4	653.1	4	199	229	30
997	ID997	O1200m	Lumn	Pdes	bed36	gra	1800m	0.3	91.6	0	0	NA	NA	0
998	ID998	O1800m	Lenk	Pdes	bed36	gra	1800m	1.4	334.9	1312.9	12	170	205	35
999	ID999	O1200m	Ober	Pdes	bed36	gra	1800m	1	186	389.7	4	192	199	7
1000	ID1000	O1800m	Sach	Pdes	bed36	gra	1800m	0.5	68.7	0	0	NA	NA	0
1001	ID1001	O1200m	Brie	Pdes	bed36	gra	1800m	0.7	512.6	0	0	NA	NA	0
1002	ID1002	O1800m	Chat	Pdes	bed36	gra	1800m	0.8	126	252.9	4	192	199	7
1003	ID1003	O1200m	Vatt	Pdes	bed36	gra	1800m	0.3	5.7	0	0	NA	NA	0
1004	ID1004	O1800m	Bex	Pdes	bed36	gra	1800m	1.5	205.9	1526.2	9	184	199	15
1005	ID1005	O1200m	Bex	Pdes	bed36	gra	1800m	1.2	254.9	2549.8	18	184	199	15
1006	ID1006	O1800m	Brie	Pdes	bed36	gra	1800m	0.9	236.4	746.3	6	184	205	21
1007	ID1007	O1200m	Hein	Pdes	bed36	gra	1800m	0.5	NA	NA	NA	NA	NA	NA
1008	ID1008	O1800m	Hein	Pdes	bed36	gra	1800m	0.5	189	0	0	NA	NA	0
